"ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","strand"
"ENSG00000088256","GNA11","19",3094362,3123999,1
"ENSG00000088280","ASAP3","1",23428563,23484568,-1
"ENSG00000088298","EDEM2","20",35115364,35147336,-1
"ENSG00000088305","DNMT3B","20",32762385,32809359,1
"ENSG00000088325","TPX2","20",31739271,31801805,1
"ENSG00000088340","FER1L4","20",35558737,35607562,-1
"ENSG00000088356","PDRG1","20",31944337,31952046,-1
"ENSG00000088367","EPB41L1","20",36091504,36232799,1
"ENSG00000088387","DOCK9","13",98793429,99086625,-1
"ENSG00000088448","ANKRD10","13",110878540,110915069,-1
"ENSG00000088451","TGDS","13",94574054,94596242,-1
"ENSG00000088538","DOCK3","3",50674927,51384198,1
"ENSG00000088543","C3orf18","3",50558025,50571027,-1
"ENSG00000088682","COQ9","16",57447425,57461270,1
"ENSG00000088727","KIF9","3",47227998,47283451,-1
"ENSG00000088756","ARHGAP28","18",6729716,6915716,1
"ENSG00000088766","CRLS1","20",6006093,6040053,1
"ENSG00000088808","PPP1R13B","14",103733195,103847575,-1
"ENSG00000088812","ATRN","20",3471018,3651118,1
"ENSG00000088826","SMOX","20",4120980,4187747,1
"ENSG00000088832","FKBP1A","20",1368977,1393164,-1
"ENSG00000088833","NSFL1C","20",1442162,1473842,-1
"ENSG00000088836","SLC4A11","20",3227417,3239559,-1
"ENSG00000088854","DNAAF9","20",3249306,3407669,-1
"ENSG00000088876","ZNF343","20",2481817,2524702,-1
"ENSG00000088881","EBF4","20",2692780,2760108,1
"ENSG00000088882","CPXM1","20",2794074,2800627,-1
"ENSG00000088888","MAVS","20",3846799,3876123,1
"ENSG00000088899","LZTS3","20",3162617,3173549,-1
"ENSG00000088930","XRN2","20",21303331,21389825,1
"ENSG00000088970","KIZ","20",21125983,21246622,1
"ENSG00000088986","DYNLL1","12",120469850,120498493,1
"ENSG00000088992","TESC","12",117038923,117099479,-1
"ENSG00000089006","SNX5","20",17941597,17968980,-1
"ENSG00000089009","RPL6","12",112405189,112418838,-1
"ENSG00000089022","MAPKAPK5","12",111842228,111902222,1
"ENSG00000089041","P2RX7","12",121132819,121188032,1
"ENSG00000089048","ESF1","20",13714322,13784919,-1
"ENSG00000089050","RBBP9","20",18486540,18497225,-1
"ENSG00000089053","ANAPC5","12",121308245,121399896,-1
"ENSG00000089057","SLC23A2","20",4852356,5010293,-1
"ENSG00000089060","SLC8B1","12",113298759,113359493,-1
"ENSG00000089063","TMEM230","20",5068232,5113103,-1
"ENSG00000089091","DZANK1","20",18383367,18467281,-1
"ENSG00000089094","KDM2B","12",121429096,121581023,-1
"ENSG00000089116","LHX5","12",113462033,113472280,-1
"ENSG00000089123","TASP1","20",13389392,13638932,-1
"ENSG00000089154","GCN1","12",120127202,120194715,-1
"ENSG00000089157","RPLP0","12",120196699,120201235,-1
"ENSG00000089159","PXN","12",120210439,120265771,-1
"ENSG00000089163","SIRT4","12",120302316,120313249,1
"ENSG00000089169","RPH3A","12",112570380,112898881,1
"ENSG00000089177","KIF16B","20",16272104,16573448,-1
"ENSG00000089195","TRMT6","20",5937228,5950558,-1
"ENSG00000089199","CHGB","20",5911510,5925353,1
"ENSG00000089220","PEBP1","12",118136124,118145584,1
"ENSG00000089234","BRAP","12",111642146,111685956,-1
"ENSG00000089248","ERP29","12",112013348,112023449,1
"ENSG00000089250","NOS1","12",117208142,117452170,-1
"ENSG00000089280","FUS","16",31180138,31191605,1
"ENSG00000089289","IGBP1","X",70133447,70166324,1
"ENSG00000089327","FXYD5","19",35154730,35169881,1
"ENSG00000089335","ZNF302","19",34677639,34686397,1
"ENSG00000089351","GRAMD1A","19",34994784,35026471,1
"ENSG00000089472","HEPH","X",66162671,66268867,1
"ENSG00000089486","CDIP1","16",4510669,4538828,-1
"ENSG00000089505","CMTM1","16",66566393,66579137,1
"ENSG00000089597","GANAB","11",62624826,62646726,-1
"ENSG00000089639","GMIP","19",19629476,19643657,-1
"ENSG00000089682","RBM41","X",107061885,107118823,-1
"ENSG00000089685","BIRC5","17",78214186,78225636,1
"ENSG00000089692","LAG3","12",6772512,6778455,1
"ENSG00000089693","MLF2","12",6747996,6767475,-1
"ENSG00000089723","OTUB2","14",94026340,94048930,1
"ENSG00000089737","DDX24","14",94048287,94081202,-1
"ENSG00000089775","ZBTB25","14",64449106,64505213,-1
"ENSG00000089818","NECAP1","12",8076939,8097881,1
"ENSG00000089820","ARHGAP4","X",153907367,153934999,-1
"ENSG00000089847","ANKRD24","19",4182689,4224814,1
"ENSG00000089876","DHX32","10",125836337,125896436,-1
"ENSG00000089902","RCOR1","14",102592649,102730561,1
"ENSG00000089916","GPATCH2L","14",76151916,76254342,1
"ENSG00000090006","LTBP4","19",40592883,40629818,1
"ENSG00000090013","BLVRB","19",40447765,40465764,-1
"ENSG00000090020","SLC9A1","1",27098809,27166981,-1
"ENSG00000090054","SPTLC1","9",92000087,92115413,-1
"ENSG00000090060","PAPOLA","14",96501433,96567116,1
"ENSG00000090061","CCNK","14",99481169,99535044,1
"ENSG00000090097","PCBP4","3",51957454,51974016,-1
"ENSG00000090104","RGS1","1",192575763,192580024,1
"ENSG00000090238","YPEL3","16",30092314,30096915,-1
"ENSG00000090263","MRPS33","7",141002610,141015228,-1
"ENSG00000090266","NDUFB2","7",140690777,140722790,1
"ENSG00000090273","NUDC","1",26900238,26946871,1
"ENSG00000090316","MAEA","4",1289887,1340147,1
"ENSG00000090339","ICAM1","19",10271093,10286615,1
"ENSG00000090372","STRN4","19",46719511,46746994,-1
"ENSG00000090376","IRAK3","12",66189195,66254622,1
"ENSG00000090432","MUL1","1",20499448,20508151,-1
"ENSG00000090447","TFAP4","16",4257186,4273075,-1
"ENSG00000090470","PDCD7","15",65117379,65133808,-1
"ENSG00000090487","SPG21","15",64963022,64990310,-1
"ENSG00000090520","DNAJB11","3",186567403,186585800,1
"ENSG00000090530","P3H2","3",189956728,190122437,-1
"ENSG00000090534","THPO","3",184371935,184381968,-1
"ENSG00000090539","CHRD","3",184380054,184390736,1
"ENSG00000090554","FLT3LG","19",49474207,49486231,1
"ENSG00000090565","RAB11FIP3","16",425649,523011,1
"ENSG00000090581","GNPTG","16",1351931,1365737,1
"ENSG00000090612","ZNF268","12",133181409,133214832,1
"ENSG00000090615","GOLGA3","12",132768902,132829143,-1
"ENSG00000090621","PABPC4","1",39560709,39576790,-1
"ENSG00000090661","CERS4","19",8206736,8262421,1
"ENSG00000090674","MCOLN1","19",7522624,7534009,1
"ENSG00000090686","USP48","1",21678298,21783606,-1
"ENSG00000090776","EFNB1","X",68829021,68842160,1
"ENSG00000090857","PDPR","16",70114332,70162537,1
"ENSG00000090861","AARS1","16",70251983,70289707,-1
"ENSG00000090863","GLG1","16",74447427,74607144,-1
"ENSG00000090889","KIF4A","X",70290104,70420886,1
"ENSG00000090905","TNRC6A","16",24610209,24827632,1
"ENSG00000090924","PLEKHG2","19",39412669,39428415,1
"ENSG00000090932","DLL3","19",39498895,39508481,1
"ENSG00000090971","NAT14","19",55485188,55487568,1
"ENSG00000090975","PITPNM2","12",122983480,123151090,-1
"ENSG00000090989","EXOC1","4",55853648,55905086,1
"ENSG00000091009","RBM27","5",146203605,146289223,1
"ENSG00000091039","OSBPL8","12",76351797,76559809,-1
"ENSG00000091073","DTX2","7",76461676,76505995,1
"ENSG00000091127","PUS7","7",105439661,105522271,-1
"ENSG00000091129","NRCAM","7",108147623,108456717,-1
"ENSG00000091136","LAMB1","7",107923799,108003213,-1
"ENSG00000091140","DLD","7",107891162,107931730,1
"ENSG00000091157","WDR7","18",56651343,57029811,1
"ENSG00000091164","TXNL1","18",56597209,56651600,-1
"ENSG00000091262","ABCC6","16",16149565,16223522,-1
"ENSG00000091317","CMTM6","3",32481312,32502852,-1
"ENSG00000091409","ITGA6","2",172427354,172506459,1
"ENSG00000091428","RAPGEF4","2",172735274,173052893,1
"ENSG00000091436","MAP3K20","2",173075435,173268015,1
"ENSG00000091483","FH","1",241497511,241519799,-1
"ENSG00000091490","SEL1L3","4",25747433,25863760,-1
"ENSG00000091513","TF","3",133746040,133796641,1
"ENSG00000091527","CDV3","3",133573686,133590261,1
"ENSG00000091536","MYO15A","17",18108756,18179802,1
"ENSG00000091542","ALKBH5","17",18183078,18209954,1
"ENSG00000091592","NLRP1","17",5499415,5619424,-1
"ENSG00000091622","PITPNM3","17",6451263,6556555,-1
"ENSG00000091640","SPAG7","17",4959226,4967817,-1
"ENSG00000091651","ORC6","16",46689643,46698394,1
"ENSG00000091656","ZFHX4","8",76681239,76867281,1
"ENSG00000091664","SLC17A6","11",22338381,22379503,1
"ENSG00000091732","ZC3HC1","7",130018287,130051451,-1
"ENSG00000091844","RGS17","6",153004459,153131282,-1
"ENSG00000091879","ANGPT2","8",6499632,6563409,-1
"ENSG00000091947","TMEM101","17",44011188,44023946,-1
"ENSG00000091972","CD200","3",112332347,112362812,1
"ENSG00000091986","CCDC80","3",112596797,112649530,-1
"ENSG00000092010","PSME1","14",24136163,24138967,1
"ENSG00000092020","PPP2R3C","14",35085467,35122517,-1
"ENSG00000092036","HAUS4","14",22946228,22957161,-1
"ENSG00000092051","JPH4","14",23568038,23578790,-1
"ENSG00000092054","MYH7","14",23412740,23435660,-1
"ENSG00000092068","SLC7A8","14",23125295,23183674,-1
"ENSG00000092094","OSGEP","14",20446401,20455089,-1
"ENSG00000092096","SLC22A17","14",23346314,23352912,-1
"ENSG00000092098","RNF31","14",24146683,24160660,1
"ENSG00000092108","SCFD1","14",30622291,30737694,1
"ENSG00000092140","G2E3","14",30559158,30620064,1
"ENSG00000092148","HECTD1","14",31100117,31207804,-1
"ENSG00000092199","HNRNPC","14",21209136,21269494,-1
"ENSG00000092201","SUPT16H","14",21351476,21384019,-1
"ENSG00000092203","TOX4","14",21476597,21499175,1
"ENSG00000092208","GEMIN2","14",39114285,39136973,1
"ENSG00000092295","TGM1","14",24249114,24264432,-1
"ENSG00000092330","TINF2","14",24238286,24242663,-1
"ENSG00000092345","DAZL","3",16586792,16670306,-1
"ENSG00000092377","TBL1Y","Y",6910686,7101970,1
"ENSG00000092421","SEMA6A","5",116443555,116574823,-1
"ENSG00000092439","TRPM7","15",50552473,50686797,-1
"ENSG00000092445","TYRO3","15",41557675,41583589,1
"ENSG00000092470","WDR76","15",43826980,43868412,1
"ENSG00000092529","CAPN3","15",42359498,42412949,1
"ENSG00000092531","SNAP23","15",42491233,42545356,1
"ENSG00000092607","TBX15","1",118883046,118989556,-1
"ENSG00000092621","PHGDH","1",119648411,119744218,1
"ENSG00000092758","COL9A3","20",62816244,62841159,1
"ENSG00000092820","EZR","6",158765741,158819368,-1
"ENSG00000092841","MYL6","12",56158346,56163496,1
"ENSG00000092847","AGO1","1",35869808,35930532,1
"ENSG00000092850","TEKT2","1",36084094,36088275,1
"ENSG00000092853","CLSPN","1",35720218,35769978,-1
"ENSG00000092871","RFFL","17",35005990,35089319,-1
"ENSG00000092929","UNC13D","17",75827225,75844785,-1
"ENSG00000092931","MFSD11","17",76735865,76781449,1
"ENSG00000092964","DPYSL2","8",26514031,26658178,1
"ENSG00000092969","TGFB2","1",218345336,218444619,1
"ENSG00000092978","GPATCH2","1",217426992,217631090,-1
"ENSG00000093000","NUP50","22",45163925,45188017,1
"ENSG00000093009","CDC45","22",19479457,19520612,1
"ENSG00000093010","COMT","22",19941371,19969975,1
"ENSG00000093072","ADA2","22",17178790,17258235,-1
"ENSG00000093100","","22",17787652,17811497,-1
"ENSG00000093144","ECHDC1","6",127288712,127343609,-1
"ENSG00000093167","LRRFIP2","3",37052626,37183689,-1
"ENSG00000093183","SEC22C","3",42547969,42601080,-1
"ENSG00000093217","XYLB","3",38346760,38421348,1
"ENSG00000094631","HDAC6","X",48801377,48824982,1
"ENSG00000094755","GABRP","5",170763350,170814047,1
"ENSG00000094804","CDC6","17",40287879,40304657,1
"ENSG00000094841","UPRT","X",75156388,75304885,1
"ENSG00000094880","CDC23","5",138187650,138213343,-1
"ENSG00000094914","AAAS","12",53307456,53324864,-1
"ENSG00000094916","CBX5","12",54230942,54280133,-1
"ENSG00000094975","SUCO","1",172532349,172611833,1
"ENSG00000095002","MSH2","2",47403067,47663146,1
"ENSG00000095015","MAP3K1","5",56815549,56896152,1
"ENSG00000095059","DHPS","19",12675717,12681880,-1
"ENSG00000095066","HOOK2","19",12763003,12872740,-1
"ENSG00000095139","ARCN1","11",118572390,118603033,1
"ENSG00000095203","EPB41L4B","9",109171974,109321059,-1
"ENSG00000095209","TMEM38B","9",105694541,105776629,1
"ENSG00000095261","PSMD5","9",120815496,120842951,-1
"ENSG00000095303","PTGS1","9",122370530,122395703,1
"ENSG00000095319","NUP188","9",128947699,129007096,1
"ENSG00000095321","CRAT","9",129094142,129111189,-1
"ENSG00000095370","SH2D3C","9",127738317,127778710,-1
"ENSG00000095380","NANS","9",98056732,98083077,1
"ENSG00000095383","TBC1D2","9",98199011,98255649,-1
"ENSG00000095397","WHRN","9",114402080,114505473,-1
"ENSG00000095485","CWF19L1","10",100232298,100267680,-1
"ENSG00000095539","SEMA4G","10",100969504,100985871,1
"ENSG00000095564","BTAF1","10",91923770,92031437,1
"ENSG00000095574","IKZF5","10",122990807,123008812,-1
"ENSG00000095587","TLL2","10",96364608,96513926,-1
"ENSG00000095596","CYP26A1","10",93073475,93077885,1
"ENSG00000095637","SORBS1","10",95311771,95561414,-1
"ENSG00000095713","CRTAC1","10",97865000,98030828,-1
"ENSG00000095739","BAMBI","10",28677510,28682932,1
"ENSG00000095752","IL11","19",55364382,55370463,-1
"ENSG00000095777","MYO3A","10",25934229,26212532,1
"ENSG00000095787","WAC","10",28532493,28623112,1
"ENSG00000095794","CREM","10",35126791,35212958,1
"ENSG00000095906","NUBP2","16",1782932,1789186,1
"ENSG00000095932","SMIM24","19",3473986,3480525,-1
"ENSG00000095951","HIVEP1","6",12008762,12164999,1
"ENSG00000096060","FKBP5","6",35573585,35728583,-1
"ENSG00000096063","SRPK1","6",35832966,35921342,-1
"ENSG00000096070","BRPF3","6",36196744,36232790,1
"ENSG00000096080","MRPS18A","6",43671202,43687791,-1
"ENSG00000096092","TMEM14A","6",52671113,52686588,1
"ENSG00000096093","EFHC1","6",52362123,52529886,1
"ENSG00000096384","HSP90AB1","6",44246166,44253888,1
"ENSG00000096401","CDC5L","6",44387706,44450425,1
"ENSG00000096433","ITPR3","6",33620365,33696574,1
"ENSG00000096654","ZNF184","6",27450743,27473118,-1
"ENSG00000096696","DSP","6",7541617,7586714,1
"ENSG00000096717","SIRT1","10",67884656,67918390,1
"ENSG00000096746","HNRNPH3","10",68331174,68343193,1
"ENSG00000096872","IFT74","9",26947039,27066134,1
"ENSG00000096968","JAK2","9",4984390,5129948,1
"ENSG00000097007","ABL1","9",130713043,130887675,1
"ENSG00000097021","ACOT7","1",6264269,6393767,-1
"ENSG00000097033","SH3GLB1","1",86704570,86748184,1
"ENSG00000097046","CDC7","1",91500851,91525764,1
"ENSG00000097096","SYDE2","1",85156889,85201724,-1
"ENSG00000099139","PCSK5","9",75890644,76362975,1
"ENSG00000099194","SCD","10",100347233,100364826,1
"ENSG00000099203","TMED1","19",10832067,10836318,-1
"ENSG00000099204","ABLIM1","10",114431112,114768061,-1
"ENSG00000099219","ERMP1","9",5749832,5879537,-1
"ENSG00000099246","RAB18","10",27504174,27543207,1
"ENSG00000099250","NRP1","10",33177492,33336262,-1
"ENSG00000099251","HSD17B7P2","10",38356455,38378107,1
"ENSG00000099256","PRTFDC1","10",24848614,24952606,-1
"ENSG00000099260","PALMD","1",99646113,99694541,1
"ENSG00000099282","TSPAN15","10",69451465,69507666,1
"ENSG00000099284","MACROH2A2","10",70052544,70112282,1
"ENSG00000099290","WASHC2A","10",50067888,50133509,1
"ENSG00000099308","MAST3","19",18097778,18151692,1
"ENSG00000099326","MZF1","19",58561931,58573575,-1
"ENSG00000099330","OCEL1","19",17226213,17229219,1
"ENSG00000099331","MYO9B","19",17075777,17214537,1
"ENSG00000099337","KCNK6","19",38319845,38332076,1
"ENSG00000099338","CATSPERG","19",38335775,38370943,1
"ENSG00000099341","PSMD8","19",38374563,38383850,1
"ENSG00000099364","FBXL19","16",30923055,30948783,1
"ENSG00000099365","STX1B","16",30989256,31010638,-1
"ENSG00000099377","HSD3B7","16",30985207,30989147,1
"ENSG00000099381","SETD1A","16",30957754,30984664,1
"ENSG00000099385","BCL7C","16",30833626,30894302,-1
"ENSG00000099617","EFNA2","19",1285873,1301431,1
"ENSG00000099622","CIRBP","19",1259384,1274880,1
"ENSG00000099624","ATP5F1D","19",1241746,1244825,1
"ENSG00000099625","CBARP","19",1228287,1238027,-1
"ENSG00000099715","PCDH11Y","Y",5000226,5742224,1
"ENSG00000099725","PRKY","Y",7273972,7381548,1
"ENSG00000099783","HNRNPM","19",8444767,8489114,1
"ENSG00000099785","MARCHF2","19",8413270,8439017,1
"ENSG00000099795","NDUFB7","19",14566078,14572066,-1
"ENSG00000099797","TECR","19",14517085,14565980,1
"ENSG00000099800","TIMM13","19",2425625,2427586,-1
"ENSG00000099804","CDC34","19",531760,542092,1
"ENSG00000099810","MTAP","9",21802636,21937651,1
"ENSG00000099814","CEP170B","14",104865268,104896747,1
"ENSG00000099817","POLR2E","19",1086574,1095380,-1
"ENSG00000099821","POLRMT","19",617221,633537,-1
"ENSG00000099822","HCN2","19",589881,617159,1
"ENSG00000099840","IZUMO4","19",2096429,2099593,1
"ENSG00000099849","RASSF7","11",560404,564025,1
"ENSG00000099860","GADD45B","19",2476122,2478259,1
"ENSG00000099864","PALM","19",708935,748329,1
"ENSG00000099869","IGF2-AS","11",2140501,2148666,1
"ENSG00000099875","MKNK2","19",2037465,2051244,-1
"ENSG00000099889","ARVCF","22",19969896,20016823,-1
"ENSG00000099899","TRMT2A","22",20111875,20117392,-1
"ENSG00000099901","RANBP1","22",20115938,20127355,1
"ENSG00000099904","ZDHHC8","22",20129456,20148007,1
"ENSG00000099910","KLHL22","22",20441519,20495844,-1
"ENSG00000099917","MED15","22",20495913,20587632,1
"ENSG00000099940","SNAP29","22",20859007,20891214,1
"ENSG00000099942","CRKL","22",20917407,20953747,1
"ENSG00000099949","LZTR1","22",20982269,20999032,1
"ENSG00000099953","MMP11","22",23768226,23784316,1
"ENSG00000099954","CECR2","22",17359949,17558151,1
"ENSG00000099956","SMARCB1","22",23786931,23838009,1
"ENSG00000099957","P2RX6","22",21009808,21028013,1
"ENSG00000099958","DERL3","22",23834503,23839128,-1
"ENSG00000099960","SLC7A4","22",21028718,21032840,-1
"ENSG00000099968","BCL2L13","22",17628855,17730855,1
"ENSG00000099974","DDTL","22",23966888,23972556,1
"ENSG00000099977","DDT","22",23970542,23980525,-1
"ENSG00000099984","GSTT2","22",23980058,23983915,1
"ENSG00000099991","CABIN1","22",24011192,24178628,1
"ENSG00000099992","TBC1D10A","22",30291990,30326947,-1
"ENSG00000099994","SUSD2","22",24181487,24189106,1
"ENSG00000099995","SF3A1","22",30331988,30356919,-1
"ENSG00000099998","GGT5","22",24219654,24245108,-1
"ENSG00000099999","RNF215","22",30368811,30421771,-1
"ENSG00000100003","SEC14L2","22",30396941,30425303,1
"ENSG00000100014","SPECC1L","22",24270817,24417739,1
"ENSG00000100023","PPIL2","22",21666000,21700015,1
"ENSG00000100027","YPEL1","22",21697536,21735794,-1
"ENSG00000100028","SNRPD3","22",24555958,24582052,1
"ENSG00000100029","PES1","22",30576625,30607083,-1
"ENSG00000100030","MAPK1","22",21759657,21867680,-1
"ENSG00000100031","GGT1","22",24594811,24629005,1
"ENSG00000100033","PRODH","22",18912777,18936553,-1
"ENSG00000100034","PPM1F","22",21919425,21952848,-1
"ENSG00000100036","SLC35E4","22",30635781,30669016,1
"ENSG00000100038","TOP3B","22",21957025,21982813,-1
"ENSG00000100056","ESS2","22",19130279,19144684,-1
"ENSG00000100058","CRYBB2P1","22",25455712,25459681,1
"ENSG00000100060","MFNG","22",37469063,37486393,-1
"ENSG00000100065","CARD10","22",37490362,37519542,-1
"ENSG00000100068","LRP5L","22",25351612,25405274,-1
"ENSG00000100075","SLC25A1","22",19175581,19178739,-1
"ENSG00000100077","GRK3","22",25564675,25729294,1
"ENSG00000100078","PLA2G3","22",31134807,31140508,-1
"ENSG00000100083","GGA1","22",37608725,37633564,1
"ENSG00000100084","HIRA","22",19330698,19447450,-1
"ENSG00000100092","SH3BP1","22",37634654,37656117,1
"ENSG00000100095","SEZ6L","22",26169462,26383597,1
"ENSG00000100097","LGALS1","22",37675636,37679802,1
"ENSG00000100099","HPS4","22",26443107,26483931,-1
